 log g Teff  log Z Vel   g(CBBED)
 log g Teff  log Z Vel   h(CBBED)
 log g Teff  log Z Vel  xi(CBBED)
 4.50  6500.  0.0  4.0   0.5073
 4.50  6500.  0.0  4.0   0.0005
 5.00  6500.  0.0  4.0   0.6638
 5.00  6500.  0.0  4.0   0.5101
 5.00  6500.  0.0  4.0   0.0006
 0.50  6750.  0.0  4.0   0.6419
 0.50  6750.  0.0  4.0   0.6394
 0.50  6750.  0.0  4.0   0.0001
 1.00  6750.  0.0  4.0   0.6377
 1.00  6750.  0.0  4.0   0.6392
 1.00  6750.  0.0  4.0   0.0002
 1.50  6750.  0.0  4.0   0.6387
 1.50  6750.  0.0  4.0   0.6228
 1.50  6750.  0.0  4.0   0.0002
 2.00  6750.  0.0  4.0   0.6382
 2.00  6750.  0.0  4.0   0.5880
 2.00  6750.  0.0  4.0   0.0002
 2.50  6750.  0.0  4.0   0.6412
 2.50  6750.  0.0  4.0   0.5278
 2.50  6750.  0.0  4.0   0.0006
 3.00  6750.  0.0  4.0   0.6768
 3.00  6750.  0.0  4.0   0.4590
 3.00  6750.  0.0  4.0   0.0003
 3.50  6750.  0.0  4.0   0.6717
 3.50  6750.  0.0  4.0   0.4688
 3.50  6750.  0.0  4.0   0.0004
 4.00  6750.  0.0  4.0   0.6655
 4.00  6750.  0.0  4.0   0.4800
 4.00  6750.  0.0  4.0   0.0005
 4.50  6750.  0.0  4.0   0.6609
 4.50  6750.  0.0  4.0   0.4863
 4.50  6750.  0.0  4.0   0.0006
 5.00  6750.  0.0  4.0   0.6578
 5.00  6750.  0.0  4.0   0.4911
 5.00  6750.  0.0  4.0   0.0006
 0.50  7000.  0.0  4.0   0.6469
 0.50  7000.  0.0  4.0   0.6173
 0.50  7000.  0.0  4.0   0.0001
 1.00  7000.  0.0  4.0   0.6409
 1.00  7000.  0.0  4.0   0.6124
 1.00  7000.  0.0  4.0   0.0001
 1.50  7000.  0.0  4.0   0.6359
 1.50  7000.  0.0  4.0   0.6151
 1.50  7000.  0.0  4.0   0.0002
 2.00  7000.  0.0  4.0   0.6369
 2.00  7000.  0.0  4.0   0.5969
 2.00  7000.  0.0  4.0   0.0002
 2.50  7000.  0.0  4.0   0.6375
 2.50  7000.  0.0  4.0   0.5562
 2.50  7000.  0.0  4.0   0.0001
 3.00  7000.  0.0  4.0   0.6457
 3.00  7000.  0.0  4.0   0.4882
 3.00  7000.  0.0  4.0   0.0003
 3.50  7000.  0.0  4.0   0.6711
 3.50  7000.  0.0  4.0   0.4512
 3.50  7000.  0.0  4.0   0.0005
 4.00  7000.  0.0  4.0   0.6648
 4.00  7000.  0.0  4.0   0.4599
 4.00  7000.  0.0  4.0   0.0006
 4.50  7000.  0.0  4.0   0.6587
 4.50  7000.  0.0  4.0   0.4669
 4.50  7000.  0.0  4.0   0.0006
 5.00  7000.  0.0  4.0   0.6536
 5.00  7000.  0.0  4.0   0.4742
 5.00  7000.  0.0  4.0   0.0007
 0.50  7250.  0.0  4.0   0.6519
 0.50  7250.  0.0  4.0   0.5980
 0.50  7250.  0.0  4.0   0.0001
 1.00  7250.  0.0  4.0   0.6452
 1.00  7250.  0.0  4.0   0.5855
 1.00  7250.  0.0  4.0   0.0001
 1.50  7250.  0.0  4.0   0.6385
 1.50  7250.  0.0  4.0   0.5870
 1.50  7250.  0.0  4.0   0.0001
 2.00  7250.  0.0  4.0   0.6327
 2.00  7250.  0.0  4.0   0.5920
 2.00  7250.  0.0  4.0   0.0002
 2.50  7250.  0.0  4.0   0.6340
 2.50  7250.  0.0  4.0   0.5709
 2.50  7250.  0.0  4.0   0.0002
 3.00  7250.  0.0  4.0   0.6376
 3.00  7250.  0.0  4.0   0.5234
 3.00  7250.  0.0  4.0   0.0000
 3.50  7250.  0.0  4.0   0.6605
 3.50  7250.  0.0  4.0   0.4485
 3.50  7250.  0.0  4.0   0.0002
 4.00  7250.  0.0  4.0   0.6643
 4.00  7250.  0.0  4.0   0.4435
 4.00  7250.  0.0  4.0   0.0007
 4.50  7250.  0.0  4.0   0.6583
 4.50  7250.  0.0  4.0   0.4484
 4.50  7250.  0.0  4.0   0.0007
 5.00  7250.  0.0  4.0   0.6514
 5.00  7250.  0.0  4.0   0.4574
 5.00  7250.  0.0  4.0   0.0008
 0.50  7500.  0.0  4.0   0.6549
 0.50  7500.  0.0  4.0   0.5853
 0.50  7500.  0.0  4.0   0.0001
 1.00  7500.  0.0  4.0   0.6486
 1.00  7500.  0.0  4.0   0.5618
 1.00  7500.  0.0  4.0   0.0001
 1.50  7500.  0.0  4.0   0.6418
 1.50  7500.  0.0  4.0   0.5562
 1.50  7500.  0.0  4.0   0.0001
 2.00  7500.  0.0  4.0   0.6345
 2.00  7500.  0.0  4.0   0.5604
 2.00  7500.  0.0  4.0   0.0001
 2.50  7500.  0.0  4.0   0.6281
 2.50  7500.  0.0  4.0   0.5673
 2.50  7500.  0.0  4.0   0.0002
 3.00  7500.  0.0  4.0   0.6307
 3.00  7500.  0.0  4.0   0.5435
 3.00  7500.  0.0  4.0   0.0002
 3.50  7500.  0.0  4.0   0.6378
 3.50  7500.  0.0  4.0   0.4887
 3.50  7500.  0.0  4.0   0.0001
 4.00  7500.  0.0  4.0   0.6622
 4.00  7500.  0.0  4.0   0.4222
 4.00  7500.  0.0  4.0   0.0004
 4.50  7500.  0.0  4.0   0.6581
 4.50  7500.  0.0  4.0   0.4317
 4.50  7500.  0.0  4.0   0.0008
 5.00  7500.  0.0  4.0   0.6508
 5.00  7500.  0.0  4.0   0.4401
 5.00  7500.  0.0  4.0   0.0009
 1.00  7750.  0.0  4.0   0.6488
 1.00  7750.  0.0  4.0   0.5485
 1.00  7750.  0.0  4.0   0.0000
 1.50  7750.  0.0  4.0   0.6421
 1.50  7750.  0.0  4.0   0.5335
 1.50  7750.  0.0  4.0   0.0000
 2.00  7750.  0.0  4.0   0.6351
 2.00  7750.  0.0  4.0   0.5316
 2.00  7750.  0.0  4.0   0.0001
 2.50  7750.  0.0  4.0   0.6281
 2.50  7750.  0.0  4.0   0.5368
 2.50  7750.  0.0  4.0   0.0001
 3.00  7750.  0.0  4.0   0.6219
 3.00  7750.  0.0  4.0   0.5441
 3.00  7750.  0.0  4.0   0.0002
 3.50  7750.  0.0  4.0   0.6272
 3.50  7750.  0.0  4.0   0.5154
 3.50  7750.  0.0  4.0   0.0003
 4.00  7750.  0.0  4.0   0.6450
 4.00  7750.  0.0  4.0   0.4505
 4.00  7750.  0.0  4.0   0.0004
 4.50  7750.  0.0  4.0   0.6581
 4.50  7750.  0.0  4.0   0.4142
 4.50  7750.  0.0  4.0   0.0008
 5.00  7750.  0.0  4.0   0.6500
 5.00  7750.  0.0  4.0   0.4254
 5.00  7750.  0.0  4.0   0.0010
 1.00  8000.  0.0  4.0   0.6470
 1.00  8000.  0.0  4.0   0.5427
 1.00  8000.  0.0  4.0   0.0000
 1.50  8000.  0.0  4.0   0.6395
 1.50  8000.  0.0  4.0   0.5198
 1.50  8000.  0.0  4.0   0.0000
 2.00  8000.  0.0  4.0   0.6317
 2.00  8000.  0.0  4.0   0.5122
 2.00  8000.  0.0  4.0   0.0000
 2.50  8000.  0.0  4.0   0.6246
 2.50  8000.  0.0  4.0   0.5133
 2.50  8000.  0.0  4.0   0.0001
 3.00  8000.  0.0  4.0   0.6180
 3.00  8000.  0.0  4.0   0.5194
 3.00  8000.  0.0  4.0   0.0001
 3.50  8000.  0.0  4.0   0.6133
 3.50  8000.  0.0  4.0   0.5250
 3.50  8000.  0.0  4.0   0.0002
 4.00  8000.  0.0  4.0   0.6244
 4.00  8000.  0.0  4.0   0.4866
 4.00  8000.  0.0  4.0   0.0005
 4.50  8000.  0.0  4.0   0.6462
 4.50  8000.  0.0  4.0   0.4237
 4.50  8000.  0.0  4.0   0.0007
 5.00  8000.  0.0  4.0   0.6503
 5.00  8000.  0.0  4.0   0.4078
 5.00  8000.  0.0  4.0   0.0010
 1.00  8250.  0.0  4.0   0.6447
 1.00  8250.  0.0  4.0   0.5420
 1.00  8250.  0.0  4.0   0.0000
 1.50  8250.  0.0  4.0   0.6363
 1.50  8250.  0.0  4.0   0.5130
 1.50  8250.  0.0  4.0   0.0000
 2.00  8250.  0.0  4.0   0.6258
 2.00  8250.  0.0  4.0   0.5009
 2.00  8250.  0.0  4.0   0.0000
 2.50  8250.  0.0  4.0   0.6174
 2.50  8250.  0.0  4.0   0.4977
 2.50  8250.  0.0  4.0   0.0000
 3.00  8250.  0.0  4.0   0.6111
 3.00  8250.  0.0  4.0   0.4997
 3.00  8250.  0.0  4.0   0.0001
 3.50  8250.  0.0  4.0   0.6058
 3.50  8250.  0.0  4.0   0.5055
 3.50  8250.  0.0  4.0   0.0001
 4.00  8250.  0.0  4.0   0.6043
 4.00  8250.  0.0  4.0   0.5072
 4.00  8250.  0.0  4.0   0.0002
 4.50  8250.  0.0  4.0   0.6225
 4.50  8250.  0.0  4.0   0.4569
 4.50  8250.  0.0  4.0   0.0007
 5.00  8250.  0.0  4.0   0.6416
 5.00  8250.  0.0  4.0   0.4109
 5.00  8250.  0.0  4.0   0.0011
 1.50  8500.  0.0  4.0   0.6353
 1.50  8500.  0.0  4.0   0.5077
 1.50  8500.  0.0  4.0   0.0000
 2.00  8500.  0.0  4.0   0.6214
 2.00  8500.  0.0  4.0   0.4936
 2.00  8500.  0.0  4.0   0.0000
 2.50  8500.  0.0  4.0   0.6094
 2.50  8500.  0.0  4.0   0.4891
 2.50  8500.  0.0  4.0   0.0000
 3.00  8500.  0.0  4.0   0.6013
 3.00  8500.  0.0  4.0   0.4883
 3.00  8500.  0.0  4.0   0.0000
 3.50  8500.  0.0  4.0   0.5957
 3.50  8500.  0.0  4.0   0.4911
 3.50  8500.  0.0  4.0   0.0001
 4.00  8500.  0.0  4.0   0.5915
 4.00  8500.  0.0  4.0   0.4964
 4.00  8500.  0.0  4.0   0.0001
 4.50  8500.  0.0  4.0   0.5967
 4.50  8500.  0.0  4.0   0.4865
 4.50  8500.  0.0  4.0   0.0003
 5.00  8500.  0.0  4.0   0.6234
 5.00  8500.  0.0  4.0   0.4273
 5.00  8500.  0.0  4.0   0.0009
 1.50  8750.  0.0  4.0   0.6360
 1.50  8750.  0.0  4.0   0.5026
 1.50  8750.  0.0  4.0   0.0000
 2.00  8750.  0.0  4.0   0.6199
 2.00  8750.  0.0  4.0   0.4865
 2.00  8750.  0.0  4.0   0.0000
 2.50  8750.  0.0  4.0   0.6046
 2.50  8750.  0.0  4.0   0.4813
 2.50  8750.  0.0  4.0   0.0000
 3.00  8750.  0.0  4.0   0.5932
 3.00  8750.  0.0  4.0   0.4803
 3.00  8750.  0.0  4.0   0.0000
 3.50  8750.  0.0  4.0   0.5856
 3.50  8750.  0.0  4.0   0.4812
 3.50  8750.  0.0  4.0   0.0000
 4.00  8750.  0.0  4.0   0.5806
 4.00  8750.  0.0  4.0   0.4845
 4.00  8750.  0.0  4.0   0.0001
 4.50  8750.  0.0  4.0   0.5788
 4.50  8750.  0.0  4.0   0.4865
 4.50  8750.  0.0  4.0   0.0001
 5.00  8750.  0.0  4.0   0.5927
 5.00  8750.  0.0  4.0   0.4624
 5.00  8750.  0.0  4.0   0.0005
 1.50  9000.  0.0  4.0   0.6385
 1.50  9000.  0.0  4.0   0.4962
 1.50  9000.  0.0  4.0   0.0001
 2.00  9000.  0.0  4.0   0.6204
 2.00  9000.  0.0  4.0   0.4787
 2.00  9000.  0.0  4.0   0.0000
 2.50  9000.  0.0  4.0   0.6021
 2.50  9000.  0.0  4.0   0.4742
 2.50  9000.  0.0  4.0   0.0000
 3.00  9000.  0.0  4.0   0.5879
 3.00  9000.  0.0  4.0   0.4733
 3.00  9000.  0.0  4.0   0.0000
 3.50  9000.  0.0  4.0   0.5777
 3.50  9000.  0.0  4.0   0.4744
 3.50  9000.  0.0  4.0   0.0000
 4.00  9000.  0.0  4.0   0.5716
 4.00  9000.  0.0  4.0   0.4751
 4.00  9000.  0.0  4.0   0.0000
 4.50  9000.  0.0  4.0   0.5672
 4.50  9000.  0.0  4.0   0.4783
 4.50  9000.  0.0  4.0   0.0001
 5.00  9000.  0.0  4.0   0.5633
 5.00  9000.  0.0  4.0   0.4842
 5.00  9000.  0.0  4.0   0.0001
 2.00  9250.  0.0  4.0   0.6223
 2.00  9250.  0.0  4.0   0.4699
 2.00  9250.  0.0  4.0   0.0000
 2.50  9250.  0.0  4.0   0.6014
 2.50  9250.  0.0  4.0   0.4667
 2.50  9250.  0.0  4.0   0.0000
 3.00  9250.  0.0  4.0   0.5848
 3.00  9250.  0.0  4.0   0.4668
 3.00  9250.  0.0  4.0   0.0000
 3.50  9250.  0.0  4.0   0.5727
 3.50  9250.  0.0  4.0   0.4676
 3.50  9250.  0.0  4.0   0.0000
 4.00  9250.  0.0  4.0   0.5644
 4.00  9250.  0.0  4.0   0.4688
 4.00  9250.  0.0  4.0   0.0000
 4.50  9250.  0.0  4.0   0.5588
 4.50  9250.  0.0  4.0   0.4701
 4.50  9250.  0.0  4.0   0.0000
 5.00  9250.  0.0  4.0   0.5547
 5.00  9250.  0.0  4.0   0.4727
 5.00  9250.  0.0  4.0   0.0001
 2.00  9500.  0.0  4.0   0.6248
 2.00  9500.  0.0  4.0   0.4602
 2.00  9500.  0.0  4.0   0.0000
 2.50  9500.  0.0  4.0   0.6019
 2.50  9500.  0.0  4.0   0.4579
 2.50  9500.  0.0  4.0   0.0000
 3.00  9500.  0.0  4.0   0.5828
 3.00  9500.  0.0  4.0   0.4600
 3.00  9500.  0.0  4.0   0.0000
 3.50  9500.  0.0  4.0   0.5691
 3.50  9500.  0.0  4.0   0.4616
 3.50  9500.  0.0  4.0   0.0000
 4.00  9500.  0.0  4.0   0.5595
 4.00  9500.  0.0  4.0   0.4623
 4.00  9500.  0.0  4.0   0.0000
 4.50  9500.  0.0  4.0   0.5526
 4.50  9500.  0.0  4.0   0.4630
 4.50  9500.  0.0  4.0   0.0000
 5.00  9500.  0.0  4.0   0.5474
 5.00  9500.  0.0  4.0   0.4643
 5.00  9500.  0.0  4.0   0.0000
 2.00  9750.  0.0  4.0   0.6273
 2.00  9750.  0.0  4.0   0.4501
 2.00  9750.  0.0  4.0   0.0000
 2.50  9750.  0.0  4.0   0.6030
 2.50  9750.  0.0  4.0   0.4480
 2.50  9750.  0.0  4.0   0.0000
 3.00  9750.  0.0  4.0   0.5818
 3.00  9750.  0.0  4.0   0.4519
 3.00  9750.  0.0  4.0   0.0000
 3.50  9750.  0.0  4.0   0.5660
 3.50  9750.  0.0  4.0   0.4557
 3.50  9750.  0.0  4.0   0.0000
 4.00  9750.  0.0  4.0   0.5555
 4.00  9750.  0.0  4.0   0.4569
 4.00  9750.  0.0  4.0   0.0000
 4.50  9750.  0.0  4.0   0.5480
 4.50  9750.  0.0  4.0   0.4568
 4.50  9750.  0.0  4.0   0.0000
 5.00  9750.  0.0  4.0   0.5420
 5.00  9750.  0.0  4.0   0.4573
 5.00  9750.  0.0  4.0   0.0000
 2.00 10000.  0.0  4.0   0.6293
 2.00 10000.  0.0  4.0   0.4399
 2.00 10000.  0.0  4.0   0.0000
 2.50 10000.  0.0  4.0   0.6037
 2.50 10000.  0.0  4.0   0.4382
 2.50 10000.  0.0  4.0   0.0000
 3.00 10000.  0.0  4.0   0.5810
 3.00 10000.  0.0  4.0   0.4438
 3.00 10000.  0.0  4.0   0.0000
 3.50 10000.  0.0  4.0   0.5638
 3.50 10000.  0.0  4.0   0.4492
 3.50 10000.  0.0  4.0   0.0000
 4.00 10000.  0.0  4.0   0.5520
 4.00 10000.  0.0  4.0   0.4515
 4.00 10000.  0.0  4.0   0.0000
 4.50 10000.  0.0  4.0   0.5437
 4.50 10000.  0.0  4.0   0.4520
 4.50 10000.  0.0  4.0   0.0000
 5.00 10000.  0.0  4.0   0.5377
 5.00 10000.  0.0  4.0   0.4511
 5.00 10000.  0.0  4.0   0.0000
 2.00 10250.  0.0  4.0   0.6304
 2.00 10250.  0.0  4.0   0.4310
 2.00 10250.  0.0  4.0   0.0000
 2.50 10250.  0.0  4.0   0.6039
 2.50 10250.  0.0  4.0   0.4288
 2.50 10250.  0.0  4.0   0.0000
 3.00 10250.  0.0  4.0   0.5801
 3.00 10250.  0.0  4.0   0.4356
 3.00 10250.  0.0  4.0   0.0000
 3.50 10250.  0.0  4.0   0.5616
 3.50 10250.  0.0  4.0   0.4428
 3.50 10250.  0.0  4.0   0.0000
 4.00 10250.  0.0  4.0   0.5488
 4.00 10250.  0.0  4.0   0.4467
 4.00 10250.  0.0  4.0   0.0000
 4.50 10250.  0.0  4.0   0.5401
 4.50 10250.  0.0  4.0   0.4473
 4.50 10250.  0.0  4.0   0.0000
 5.00 10250.  0.0  4.0   0.5338
 5.00 10250.  0.0  4.0   0.4460
 5.00 10250.  0.0  4.0   0.0000
 2.00 10500.  0.0  4.0   0.6311
 2.00 10500.  0.0  4.0   0.4228
 2.00 10500.  0.0  4.0   0.0000
 2.50 10500.  0.0  4.0   0.6035
 2.50 10500.  0.0  4.0   0.4193
 2.50 10500.  0.0  4.0   0.0000
 3.00 10500.  0.0  4.0   0.5786
 3.00 10500.  0.0  4.0   0.4271
 3.00 10500.  0.0  4.0   0.0000
 3.50 10500.  0.0  4.0   0.5592
 3.50 10500.  0.0  4.0   0.4359
 3.50 10500.  0.0  4.0   0.0000
 4.00 10500.  0.0  4.0   0.5454
 4.00 10500.  0.0  4.0   0.4418
 4.00 10500.  0.0  4.0   0.0000
 4.50 10500.  0.0  4.0   0.5360
 4.50 10500.  0.0  4.0   0.4436
 4.50 10500.  0.0  4.0   0.0000
 5.00 10500.  0.0  4.0   0.5296
 5.00 10500.  0.0  4.0   0.4420
 5.00 10500.  0.0  4.0   0.0000
 2.00 10750.  0.0  4.0   0.6315
 2.00 10750.  0.0  4.0   0.4160
 2.00 10750.  0.0  4.0   0.0000
 2.50 10750.  0.0  4.0   0.6025
 2.50 10750.  0.0  4.0   0.4111
 2.50 10750.  0.0  4.0   0.0000
 3.00 10750.  0.0  4.0   0.5767
 3.00 10750.  0.0  4.0   0.4189
 3.00 10750.  0.0  4.0   0.0000
 3.50 10750.  0.0  4.0   0.5567
 3.50 10750.  0.0  4.0   0.4292
 3.50 10750.  0.0  4.0   0.0000
 4.00 10750.  0.0  4.0   0.5424
 4.00 10750.  0.0  4.0   0.4362
 4.00 10750.  0.0  4.0   0.0000
 4.50 10750.  0.0  4.0   0.5328
 4.50 10750.  0.0  4.0   0.4390
 4.50 10750.  0.0  4.0   0.0000
 5.00 10750.  0.0  4.0   0.5261
 5.00 10750.  0.0  4.0   0.4380
 5.00 10750.  0.0  4.0   0.0000
 2.00 11000.  0.0  4.0   0.6315
 2.00 11000.  0.0  4.0   0.4109
 2.00 11000.  0.0  4.0   0.0000
 2.50 11000.  0.0  4.0   0.6008
 2.50 11000.  0.0  4.0   0.4037
 2.50 11000.  0.0  4.0   0.0000
 3.00 11000.  0.0  4.0   0.5738
 3.00 11000.  0.0  4.0   0.4114
 3.00 11000.  0.0  4.0   0.0000
 3.50 11000.  0.0  4.0   0.5534
 3.50 11000.  0.0  4.0   0.4222
 3.50 11000.  0.0  4.0   0.0000
 4.00 11000.  0.0  4.0   0.5388
 4.00 11000.  0.0  4.0   0.4307
 4.00 11000.  0.0  4.0   0.0000
 4.50 11000.  0.0  4.0   0.5288
 4.50 11000.  0.0  4.0   0.4350
 4.50 11000.  0.0  4.0   0.0000
 5.00 11000.  0.0  4.0   0.5221
 5.00 11000.  0.0  4.0   0.4345
 5.00 11000.  0.0  4.0   0.0000
 2.00 11250.  0.0  4.0   0.6321
 2.00 11250.  0.0  4.0   0.4060
 2.00 11250.  0.0  4.0   0.0000
 2.50 11250.  0.0  4.0   0.5992
 2.50 11250.  0.0  4.0   0.3971
 2.50 11250.  0.0  4.0   0.0000
 3.00 11250.  0.0  4.0   0.5708
 3.00 11250.  0.0  4.0   0.4045
 3.00 11250.  0.0  4.0   0.0000
 3.50 11250.  0.0  4.0   0.5497
 3.50 11250.  0.0  4.0   0.4158
 3.50 11250.  0.0  4.0   0.0000
 4.00 11250.  0.0  4.0   0.5349
 4.00 11250.  0.0  4.0   0.4255
 4.00 11250.  0.0  4.0   0.0000
 4.50 11250.  0.0  4.0   0.5248
 4.50 11250.  0.0  4.0   0.4311
 4.50 11250.  0.0  4.0   0.0000
 5.00 11250.  0.0  4.0   0.5182
 5.00 11250.  0.0  4.0   0.4314
 5.00 11250.  0.0  4.0   0.0000
 2.50 11500.  0.0  4.0   0.5975
 2.50 11500.  0.0  4.0   0.3913
 2.50 11500.  0.0  4.0   0.0000
 3.00 11500.  0.0  4.0   0.5668
 3.00 11500.  0.0  4.0   0.3986
 3.00 11500.  0.0  4.0   0.0000
 3.50 11500.  0.0  4.0   0.5449
 3.50 11500.  0.0  4.0   0.4103
 3.50 11500.  0.0  4.0   0.0000
 4.00 11500.  0.0  4.0   0.5303
 4.00 11500.  0.0  4.0   0.4202
 4.00 11500.  0.0  4.0   0.0000
 4.50 11500.  0.0  4.0   0.5201
 4.50 11500.  0.0  4.0   0.4271
 4.50 11500.  0.0  4.0   0.0000
 5.00 11500.  0.0  4.0   0.5136
 5.00 11500.  0.0  4.0   0.4284
 5.00 11500.  0.0  4.0   0.0000
 2.50 11750.  0.0  4.0   0.5962
 2.50 11750.  0.0  4.0   0.3863
 2.50 11750.  0.0  4.0   0.0000
 3.00 11750.  0.0  4.0   0.5631
 3.00 11750.  0.0  4.0   0.3936
 3.00 11750.  0.0  4.0   0.0000
 3.50 11750.  0.0  4.0   0.5401
 3.50 11750.  0.0  4.0   0.4053
 3.50 11750.  0.0  4.0   0.0000
 4.00 11750.  0.0  4.0   0.5252
 4.00 11750.  0.0  4.0   0.4160
 4.00 11750.  0.0  4.0   0.0000
 4.50 11750.  0.0  4.0   0.5154
 4.50 11750.  0.0  4.0   0.4233
 4.50 11750.  0.0  4.0   0.0000
 5.00 11750.  0.0  4.0   0.5091
 5.00 11750.  0.0  4.0   0.4256
 5.00 11750.  0.0  4.0   0.0000
 2.50 12000.  0.0  4.0   0.5955
 2.50 12000.  0.0  4.0   0.3815
 2.50 12000.  0.0  4.0   0.0001
 3.00 12000.  0.0  4.0   0.5594
 3.00 12000.  0.0  4.0   0.3888
 3.00 12000.  0.0  4.0   0.0000
 3.50 12000.  0.0  4.0   0.5350
 3.50 12000.  0.0  4.0   0.4007
 3.50 12000.  0.0  4.0   0.0000
 4.00 12000.  0.0  4.0   0.5197
 4.00 12000.  0.0  4.0   0.4117
 4.00 12000.  0.0  4.0   0.0000
 4.50 12000.  0.0  4.0   0.5100
 4.50 12000.  0.0  4.0   0.4197
 4.50 12000.  0.0  4.0   0.0000
 5.00 12000.  0.0  4.0   0.5038
 5.00 12000.  0.0  4.0   0.4231
 5.00 12000.  0.0  4.0   0.0000
 2.50 12250.  0.0  4.0   0.5948
 2.50 12250.  0.0  4.0   0.3779
 2.50 12250.  0.0  4.0   0.0001
 3.00 12250.  0.0  4.0   0.5563
 3.00 12250.  0.0  4.0   0.3847
 3.00 12250.  0.0  4.0   0.0001
 3.50 12250.  0.0  4.0   0.5300
 3.50 12250.  0.0  4.0   0.3968
 3.50 12250.  0.0  4.0   0.0000
 4.00 12250.  0.0  4.0   0.5145
 4.00 12250.  0.0  4.0   0.4076
 4.00 12250.  0.0  4.0   0.0000
 4.50 12250.  0.0  4.0   0.5049
 4.50 12250.  0.0  4.0   0.4161
 4.50 12250.  0.0  4.0   0.0000
 5.00 12250.  0.0  4.0   0.4987
 5.00 12250.  0.0  4.0   0.4207
 5.00 12250.  0.0  4.0   0.0000
 2.50 12500.  0.0  4.0   0.5944
 2.50 12500.  0.0  4.0   0.3746
 2.50 12500.  0.0  4.0   0.0001
 3.00 12500.  0.0  4.0   0.5534
 3.00 12500.  0.0  4.0   0.3810
 3.00 12500.  0.0  4.0   0.0001
 3.50 12500.  0.0  4.0   0.5250
 3.50 12500.  0.0  4.0   0.3935
 3.50 12500.  0.0  4.0   0.0000
 4.00 12500.  0.0  4.0   0.5086
 4.00 12500.  0.0  4.0   0.4045
 4.00 12500.  0.0  4.0   0.0000
 4.50 12500.  0.0  4.0   0.4991
 4.50 12500.  0.0  4.0   0.4130
 4.50 12500.  0.0  4.0   0.0000
 5.00 12500.  0.0  4.0   0.4932
 5.00 12500.  0.0  4.0   0.4182
 5.00 12500.  0.0  4.0   0.0000
 2.50 12750.  0.0  4.0   0.5950
 2.50 12750.  0.0  4.0   0.3709
 2.50 12750.  0.0  4.0   0.0001
 3.00 12750.  0.0  4.0   0.5512
 3.00 12750.  0.0  4.0   0.3774
 3.00 12750.  0.0  4.0   0.0001
 3.50 12750.  0.0  4.0   0.5208
 3.50 12750.  0.0  4.0   0.3901
 3.50 12750.  0.0  4.0   0.0001
 4.00 12750.  0.0  4.0   0.5034
 4.00 12750.  0.0  4.0   0.4013
 4.00 12750.  0.0  4.0   0.0000
 4.50 12750.  0.0  4.0   0.4935
 4.50 12750.  0.0  4.0   0.4103
 4.50 12750.  0.0  4.0   0.0000
 5.00 12750.  0.0  4.0   0.4883
 5.00 12750.  0.0  4.0   0.4151
 5.00 12750.  0.0  4.0   0.0000
 2.50 13000.  0.0  4.0   0.5955
 2.50 13000.  0.0  4.0   0.3680
 2.50 13000.  0.0  4.0   0.0001
 3.00 13000.  0.0  4.0   0.5494
 3.00 13000.  0.0  4.0   0.3741
 3.00 13000.  0.0  4.0   0.0001
 3.50 13000.  0.0  4.0   0.5168
 3.50 13000.  0.0  4.0   0.3872
 3.50 13000.  0.0  4.0   0.0001
 4.00 13000.  0.0  4.0   0.4979
 4.00 13000.  0.0  4.0   0.3988
 4.00 13000.  0.0  4.0   0.0000
 4.50 13000.  0.0  4.0   0.4879
 4.50 13000.  0.0  4.0   0.4077
 4.50 13000.  0.0  4.0   0.0000
 5.00 13000.  0.0  4.0   0.4827
 5.00 13000.  0.0  4.0   0.4129
 5.00 13000.  0.0  4.0   0.0000
 2.50 14000.  0.0  4.0   0.6000
 2.50 14000.  0.0  4.0   0.3586
 2.50 14000.  0.0  4.0   0.0001
 3.00 14000.  0.0  4.0   0.5466
 3.00 14000.  0.0  4.0   0.3615
 3.00 14000.  0.0  4.0   0.0002
 3.50 14000.  0.0  4.0   0.5058
 3.50 14000.  0.0  4.0   0.3755
 3.50 14000.  0.0  4.0   0.0001
 4.00 14000.  0.0  4.0   0.4812
 4.00 14000.  0.0  4.0   0.3887
 4.00 14000.  0.0  4.0   0.0001
 4.50 14000.  0.0  4.0   0.4685
 4.50 14000.  0.0  4.0   0.3978
 4.50 14000.  0.0  4.0   0.0000
 5.00 14000.  0.0  4.0   0.4626
 5.00 14000.  0.0  4.0   0.4037
 5.00 14000.  0.0  4.0   0.0000
 2.50 15000.  0.0  4.0   0.6062
 2.50 15000.  0.0  4.0   0.3532
 2.50 15000.  0.0  4.0   0.0001
 3.00 15000.  0.0  4.0   0.5473
 3.00 15000.  0.0  4.0   0.3518
 3.00 15000.  0.0  4.0   0.0002
 3.50 15000.  0.0  4.0   0.4989
 3.50 15000.  0.0  4.0   0.3667
 3.50 15000.  0.0  4.0   0.0002
 4.00 15000.  0.0  4.0   0.4684
 4.00 15000.  0.0  4.0   0.3816
 4.00 15000.  0.0  4.0   0.0001
 4.50 15000.  0.0  4.0   0.4521
 4.50 15000.  0.0  4.0   0.3915
 4.50 15000.  0.0  4.0   0.0001
 5.00 15000.  0.0  4.0   0.4448
 5.00 15000.  0.0  4.0   0.3969
 5.00 15000.  0.0  4.0   0.0000
 2.50 16000.  0.0  4.0   0.6134
 2.50 16000.  0.0  4.0   0.3518
 2.50 16000.  0.0  4.0   0.0001
 3.00 16000.  0.0  4.0   0.5505
